timestamp,user_id,energy_usage_kWh,label
2025-05-01 00:00:00,user_1,2.25,normal
2025-05-01 01:00:00,user_1,0.32,normal
2025-05-01 02:00:00,user_1,2.15,normal
2025-05-01 03:00:00,user_1,1.15,normal
2025-05-01 04:00:00,user_1,1.23,normal
2025-05-01 05:00:00,user_1,1.31,normal
2025-05-01 06:00:00,user_1,0.8,normal
2025-05-01 07:00:00,user_1,1.08,normal
2025-05-01 08:00:00,user_1,1.68,normal
2025-05-01 09:00:00,user_1,0.55,normal
2025-05-01 10:00:00,user_1,0.86,normal
2025-05-01 11:00:00,user_1,1.38,normal
2025-05-01 12:00:00,user_1,1.49,normal
2025-05-01 13:00:00,user_1,2.0,normal
2025-05-01 14:00:00,user_1,1.82,normal
2025-05-01 15:00:00,user_1,1.54,normal
2025-05-01 16:00:00,user_1,0.34,normal
2025-05-01 17:00:00,user_1,1.79,normal
2025-05-01 18:00:00,user_1,1.6,normal
2025-05-01 19:00:00,user_1,1.71,normal
2025-05-01 20:00:00,user_1,1.32,normal
2025-05-01 21:00:00,user_1,1.43,normal
2025-05-01 22:00:00,user_1,2.05,normal
2025-05-01 23:00:00,user_1,1.77,normal
2025-05-02 00:00:00,user_1,1.04,normal
2025-05-02 01:00:00,user_1,1.04,normal
2025-05-02 02:00:00,user_1,1.72,normal
2025-05-02 03:00:00,user_1,0.94,normal
2025-05-02 04:00:00,user_1,1.53,normal
2025-05-02 05:00:00,user_1,0.89,normal
2025-05-02 06:00:00,user_1,1.33,normal
2025-05-02 07:00:00,user_1,0.72,normal
2025-05-02 08:00:00,user_1,1.25,normal
2025-05-02 09:00:00,user_1,1.05,normal
2025-05-02 10:00:00,user_1,2.04,normal
2025-05-02 11:00:00,user_1,1.84,normal
2025-05-02 12:00:00,user_1,2.09,normal
2025-05-02 13:00:00,user_1,0.9,normal
2025-05-02 14:00:00,user_1,1.22,normal
2025-05-02 15:00:00,user_1,1.23,normal
2025-05-02 16:00:00,user_1,0.93,normal
2025-05-02 17:00:00,user_1,0.72,normal
2025-05-02 18:00:00,user_1,1.33,normal
2025-05-02 19:00:00,user_1,0.77,normal
2025-05-02 20:00:00,user_1,1.39,normal
2025-05-02 21:00:00,user_1,1.83,normal
2025-05-02 22:00:00,user_1,1.59,normal
2025-05-02 23:00:00,user_1,2.38,normal
2025-05-03 00:00:00,user_1,1.24,normal
2025-05-03 01:00:00,user_1,1.4,normal
2025-05-03 02:00:00,user_1,1.67,normal
2025-05-03 03:00:00,user_1,1.3,normal
2025-05-03 04:00:00,user_1,1.37,normal
2025-05-03 05:00:00,user_1,2.04,normal
2025-05-03 06:00:00,user_1,1.96,normal
2025-05-03 07:00:00,user_1,0.97,normal
2025-05-03 08:00:00,user_1,1.77,normal
2025-05-03 09:00:00,user_1,2.2,normal
2025-05-03 10:00:00,user_1,1.76,normal
2025-05-03 11:00:00,user_1,1.93,normal
2025-05-03 12:00:00,user_1,1.47,normal
2025-05-03 13:00:00,user_1,1.95,normal
2025-05-03 14:00:00,user_1,2.12,normal
2025-05-03 15:00:00,user_1,2.89,normal
2025-05-03 16:00:00,user_1,1.6,normal
2025-05-03 17:00:00,user_1,1.16,normal
2025-05-03 18:00:00,user_1,1.43,normal
2025-05-03 19:00:00,user_1,1.67,normal
2025-05-03 20:00:00,user_1,1.94,normal
2025-05-03 21:00:00,user_1,0.69,normal
2025-05-03 22:00:00,user_1,1.43,normal
2025-05-03 23:00:00,user_1,1.46,normal
2025-05-04 00:00:00,user_1,0.6082808385684084,theft
2025-05-04 01:00:00,user_1,0.43088494209948236,theft
2025-05-04 02:00:00,user_1,1.26,normal
2025-05-04 03:00:00,user_1,1.92,normal
2025-05-04 04:00:00,user_1,1.23,normal
2025-05-04 05:00:00,user_1,2.19,normal
2025-05-04 06:00:00,user_1,2.15,normal
2025-05-04 07:00:00,user_1,1.47,normal
2025-05-04 08:00:00,user_1,1.24,normal
2025-05-04 09:00:00,user_1,1.68,normal
2025-05-04 10:00:00,user_1,1.42,normal
2025-05-04 11:00:00,user_1,1.95,normal
2025-05-04 12:00:00,user_1,1.12,normal
2025-05-04 13:00:00,user_1,1.52,normal
2025-05-04 14:00:00,user_1,1.77,normal
2025-05-04 15:00:00,user_1,1.49,normal
2025-05-04 16:00:00,user_1,0.5627936951330804,theft
2025-05-04 17:00:00,user_1,1.96,normal
2025-05-04 18:00:00,user_1,1.9,normal
2025-05-04 19:00:00,user_1,1.35,normal
2025-05-04 20:00:00,user_1,2.02,normal
2025-05-04 21:00:00,user_1,1.38,normal
2025-05-04 22:00:00,user_1,1.0826776752979312,theft
2025-05-04 23:00:00,user_1,2.04,normal
2025-05-05 00:00:00,user_1,2.42,normal
2025-05-05 01:00:00,user_1,1.51,normal
2025-05-05 02:00:00,user_1,1.0,normal
2025-05-05 03:00:00,user_1,2.27,normal
2025-05-05 04:00:00,user_1,0.88,normal
2025-05-05 05:00:00,user_1,1.37,normal
2025-05-05 06:00:00,user_1,2.56,normal
2025-05-05 07:00:00,user_1,1.89,normal
2025-05-05 08:00:00,user_1,0.99,normal
2025-05-05 09:00:00,user_1,0.91,normal
2025-05-05 10:00:00,user_1,1.78,normal
2025-05-05 11:00:00,user_1,1.45,normal
2025-05-05 12:00:00,user_1,1.74,normal
2025-05-05 13:00:00,user_1,2.16,normal
2025-05-05 14:00:00,user_1,2.19,normal
2025-05-05 15:00:00,user_1,2.17,normal
2025-05-05 16:00:00,user_1,2.02,normal
2025-05-05 17:00:00,user_1,1.98,normal
2025-05-05 18:00:00,user_1,1.28,normal
2025-05-05 19:00:00,user_1,2.18,normal
2025-05-05 20:00:00,user_1,0.65,normal
2025-05-05 21:00:00,user_1,0.56,normal
2025-05-05 22:00:00,user_1,1.27,normal
2025-05-05 23:00:00,user_1,0.34,normal
2025-05-06 00:00:00,user_1,1.46,normal
2025-05-06 01:00:00,user_1,1.86,normal
2025-05-06 02:00:00,user_1,1.88,normal
2025-05-06 03:00:00,user_1,1.2,normal
2025-05-06 04:00:00,user_1,1.84,normal
2025-05-06 05:00:00,user_1,1.77,normal
2025-05-06 06:00:00,user_1,0.5389266951712454,theft
2025-05-06 07:00:00,user_1,1.49,normal
2025-05-06 08:00:00,user_1,0.4979098337326263,theft
2025-05-06 09:00:00,user_1,1.2,normal
2025-05-06 10:00:00,user_1,0.4064888123807338,theft
2025-05-06 11:00:00,user_1,0.83,normal
2025-05-06 12:00:00,user_1,1.96,normal
2025-05-06 13:00:00,user_1,1.7,normal
2025-05-06 14:00:00,user_1,1.01,normal
2025-05-06 15:00:00,user_1,0.79,normal
2025-05-06 16:00:00,user_1,1.84,normal
2025-05-06 17:00:00,user_1,1.34,normal
2025-05-06 18:00:00,user_1,2.43,normal
2025-05-06 19:00:00,user_1,2.02,normal
2025-05-06 20:00:00,user_1,1.04,normal
2025-05-06 21:00:00,user_1,1.62,normal
2025-05-06 22:00:00,user_1,0.84,normal
2025-05-06 23:00:00,user_1,0.7212416370957495,theft
2025-05-07 00:00:00,user_1,2.56,normal
2025-05-07 01:00:00,user_1,1.11,normal
2025-05-07 02:00:00,user_1,1.04,normal
2025-05-07 03:00:00,user_1,1.79,normal
2025-05-07 04:00:00,user_1,1.5,normal
2025-05-07 05:00:00,user_1,1.7,normal
2025-05-07 06:00:00,user_1,1.36,normal
2025-05-07 07:00:00,user_1,1.94,normal
2025-05-07 08:00:00,user_1,2.2,normal
2025-05-07 09:00:00,user_1,1.07,normal
2025-05-07 10:00:00,user_1,0.91,normal
2025-05-07 11:00:00,user_1,1.35,normal
2025-05-07 12:00:00,user_1,0.67,normal
2025-05-07 13:00:00,user_1,2.06,normal
2025-05-07 14:00:00,user_1,2.68,normal
2025-05-07 15:00:00,user_1,1.15,normal
2025-05-07 16:00:00,user_1,1.61,normal
2025-05-07 17:00:00,user_1,1.66,normal
2025-05-07 18:00:00,user_1,1.11,normal
2025-05-07 19:00:00,user_1,1.29,normal
2025-05-07 20:00:00,user_1,1.68,normal
2025-05-07 21:00:00,user_1,1.58,normal
2025-05-07 22:00:00,user_1,1.62,normal
2025-05-07 23:00:00,user_1,2.45,normal
2025-05-08 00:00:00,user_1,2.05,normal
2025-05-08 01:00:00,user_1,1.44,normal
2025-05-08 02:00:00,user_1,2.29,normal
2025-05-08 03:00:00,user_1,1.32,normal
2025-05-08 04:00:00,user_1,0.34,normal
2025-05-08 05:00:00,user_1,1.54,normal
2025-05-08 06:00:00,user_1,1.22,normal
2025-05-08 07:00:00,user_1,0.88,normal
2025-05-08 08:00:00,user_1,0.8568166769127101,theft
2025-05-08 09:00:00,user_1,2.21,normal
2025-05-08 10:00:00,user_1,1.38,normal
2025-05-08 11:00:00,user_1,0.10055964281632936,theft
2025-05-08 12:00:00,user_1,1.36,normal
2025-05-08 13:00:00,user_1,1.09,normal
2025-05-08 14:00:00,user_1,0.67,normal
2025-05-08 15:00:00,user_1,1.33,normal
2025-05-08 16:00:00,user_1,0.28,normal
2025-05-08 17:00:00,user_1,1.92,normal
2025-05-08 18:00:00,user_1,1.1,normal
2025-05-08 19:00:00,user_1,1.76,normal
2025-05-08 20:00:00,user_1,1.58,normal
2025-05-08 21:00:00,user_1,1.82,normal
2025-05-08 22:00:00,user_1,1.89,normal
2025-05-08 23:00:00,user_1,2.11,normal
2025-05-09 00:00:00,user_1,1.94,normal
2025-05-09 01:00:00,user_1,1.35,normal
2025-05-09 02:00:00,user_1,1.92,normal
2025-05-09 03:00:00,user_1,0.5542351077589621,theft
2025-05-09 04:00:00,user_1,1.08,normal
